"trial_id","criterion_type","ad_domain","clinical_concept","operator","value_lower","value_upper","units","diagnostic_framework","severity_stage","source_sentence","temporal_scope","evidence_type","certainty"
"NCT03443973","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","For women of childbearing potential: agreement to remain abstinent (refrain from heterosexual intercourse) or use contraceptive methods","NA","NA","must"
"NCT03443973","inclusion","study_operations","Reproductive/blood donation","NA","NA","NA","NA","NA","NA","For women of childbearing potential: agreement to remain abstinent (refrain from heterosexual intercourse) or use contraceptive methods","NA","NA","must"
"NCT03443973","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Any evidence of a condition other than AD that may affect cognition","NA","NA","may"
"NCT03443973","exclusion","comorbidities","Psychiatric disorder history","history/presence of","NA","NA","NA","NA","NA","History of schizophrenia, schizoaffective disorder, major depression, or bipolar disorder","NA","clinical_exam","must not"
"NCT03443973","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","History or presence of clinically evident systemic vascular disease that in the opinion of the investigator has the potential to affect cognitive function","NA","clinical_exam","must not"
"NCT03443973","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","History or presence of clinically evident cerebrovascular disease","NA","NA","must not"
"NCT03443973","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","History or presence of posterior reversible encephalopathy syndrome","NA","NA","must not"
"NCT03443973","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","History or presence of any stroke with clinical symptoms within the past 12 months, or documented history within the last 6 months of an acute event that is consistent with a transient ischemic attack","within the past 12 months","lab_test","must not"
"NCT03443973","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","History or presence of any stroke with clinical symptoms within the past 12 months, or documented history within the last 6 months of an acute event that is consistent with a transient ischemic attack","within the past 12 months","lab_test","must not"
"NCT03443973","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","History or presence of any stroke with clinical symptoms within the past 12 months, or documented history within the last 6 months of an acute event that is consistent with a transient ischemic attack","within the past 12 months","lab_test","must not"
"NCT03443973","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","History of severe, clinically significant CNS trauma","NA","NA","must not"
"NCT03443973","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","History or presence of intracranial mass (e.g., glioma, meningioma) that could potentially impair cognition","NA","clinical_exam","must not"
"NCT03443973","exclusion","comorbidities","CNS infection history","history/presence of","NA","NA","NA","NA","NA","Presence of infections that affect brain function or history of infections that resulted in neurologic sequelae","NA","clinical_exam","must not"
"NCT03443973","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","History or presence of systemic autoimmune disorders that potentially cause progressive neurologic disease with associated cognitive deficits","NA","clinical_exam","must not"
"NCT03443973","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","History or presence of systemic autoimmune disorders that potentially cause progressive neurologic disease with associated cognitive deficits","NA","clinical_exam","must not"
"NCT03443973","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","At risk for suicide in the opinion of the investigator","NA","NA","must not"
"NCT03443973","exclusion","lifestyle","Alcohol/substance use","NA","NA","NA","NA","NA","NA","Alcohol and/or substance abuse or dependants in past 2 years","NA","questionnaire","must not"
"NCT03443973","exclusion","lifestyle","Alcohol/substance use","NA","NA","NA","NA","NA","NA","Alcohol and/or substance abuse or dependants in past 2 years","NA","questionnaire","must not"
"NCT03443973","exclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Alcohol and/or substance abuse or dependants in past 2 years","NA","NA","must not"
"NCT03443973","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Relevant brain hemorrhage, bleeding disorder and cerebrovascular abnormalities","NA","NA","must not"
"NCT03443973","exclusion","imaging","Brain MRI","absent","NA","NA","NA","NA","NA","Any contraindications to brain MRI","NA","MRI","must not"
"NCT03443973","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","Unstable or clinically significant cardiovascular, kidney or liver disease","NA","lab_test","must not"
"NCT03443973","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Uncontrolled hypertension","NA","NA","must not"
"NCT03443973","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","Unstable or clinically significant cardiovascular disease","NA","NA","must not"
"NCT03443973","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Abnormal thyroid function","NA","lab_test","must not"
"NCT03443973","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Patients with evidence of folic acid deficiency","NA","lab_test","must not"
"NCT03443973","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Discontinued from study treatment during the double-blind treatment period","NA","NA","must not"
"NCT03443973","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Received any other investigational medication during the double-blind treatment period or after the end of double-blind treatment","NA","NA","must not"
"NCT03443973","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participation in the OLE deemed inappropriate by the investigator","NA","NA","must not"
"NCT03443973","exclusion","imaging","Brain MRI","history/presence of","NA","NA","NA","NA","NA","Presence of ARIA-E findings at the Week 116 MRI scan","NA","MRI","must not"
"NCT03444870","inclusion","other","AD dementia diagnosis","NA","NA","NA","NA","NIA-AA","prodromal AD","Meets National Institute on Aging/Alzheimer's Association (NIAAA) core clinical criteria for probable AD dementia or prodromal AD (consistent with the NIAAA diagnostic criteria and guidelines for mild cognitive impairment)","NA","clinical_exam","must"
"NCT03444870","inclusion","other","MCI diagnosis","NA","NA","NA","NA","NIA-AA","prodromal AD","Meets National Institute on Aging/Alzheimer's Association (NIAAA) core clinical criteria for probable AD dementia or prodromal AD (consistent with the NIAAA diagnostic criteria and guidelines for mild cognitive impairment)","NA","clinical_exam","must"
"NCT03444870","inclusion","other","MCI diagnosis","NA","NA","NA","NA","NIA-AA","prodromal AD","Meets National Institute on Aging/Alzheimer's Association (NIAAA) core clinical criteria for probable AD dementia or prodromal AD (consistent with the NIAAA diagnostic criteria and guidelines for mild cognitive impairment)","NA","clinical_exam","must"
"NCT03444870","inclusion","imaging","Amyloid PET","positive","NA","NA","NA","NA","NA","Evidence of the AD pathological process, as confirmed by CSF tau/A-beta42or amyloid PET scan","NA","PET","must"
"NCT03444870","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Demonstrated abnormal memory function","NA","NA","must"
"NCT03444870","inclusion","cognition","MMSE",">=","22","NA","score","NA","NA","MMSE score greater than or equal to 22 (≥ 22)","NA","cognitive_test","must"
"NCT03444870","inclusion","global_impairment","CDR global score","NA","NA","NA","NA","NA","NA","Clinical dementia rating-global score (CDR-GS) of 0.5 or 1.0","NA","clinical_exam","must"
"NCT03444870","inclusion","global_impairment","CDR global score","NA","NA","NA","NA","NA","NA","Clinical dementia rating-global score (CDR-GS) of 0.5 or 1.0","NA","clinical_exam","must"
"NCT03444870","inclusion","demographics","Age","able/willing","NA","NA","NA","NA","NA","Availability of a reliable study partner who accepts to participate in study procedures throughout the 2 years duration of study","NA","NA","must"
"NCT03444870","inclusion","medications","Concomitant AD medications","NA","NA","NA","NA","NA","NA","If receiving symptomatic AD medications, the dosing regimen must have been stable for 3 months prior to screening and until randomization","prior to screening","NA","must"
"NCT03444870","inclusion","other","NA","NA","NA","NA","NA","NA","NA","For enrollment in the China extension, patients must have residence in mainland China, Hong Kong, or Taiwan and be of Chinese ancestry","NA","NA","must"
"NCT03444870","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","For women of childbearing potential: agreement to remain abstinent (refrain from heterosexual intercourse) or use contraceptive methods","NA","NA","must"
"NCT03444870","inclusion","study_operations","Reproductive/blood donation","NA","NA","NA","NA","NA","NA","For women of childbearing potential: agreement to remain abstinent (refrain from heterosexual intercourse) or use contraceptive methods","NA","NA","must"
"NCT03444870","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Any evidence of a condition other than AD that may affect cognition","NA","NA","may"
"NCT03444870","exclusion","comorbidities","Psychiatric disorder history","history/presence of","NA","NA","NA","NA","NA","History of schizophrenia, schizoaffective disorder, major depression, or bipolar disorder","NA","clinical_exam","must not"
"NCT03444870","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","History or presence of clinically evident systemic vascular disease that in the opinion of the investigator has the potential to affect cognitive function","NA","clinical_exam","must not"
"NCT03444870","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","History or presence of clinically evident cerebrovascular disease","NA","NA","must not"
"NCT03444870","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","History or presence of posterior reversible encephalopathy syndrome","NA","NA","must not"
"NCT03444870","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","History or presence of any stroke with clinical symptoms within the past 12 months, or documented history within the last 6 months of an acute event that is consistent with a transient ischemic attack","within the past 12 months","lab_test","must not"
